,u,i
1784,452,741
1785,3494,1491
1786,1627,479
1787,2067,751
1788,4462,1882
1789,4811,2036
1790,1003,1029
1791,1001,956
1792,721,1316
1793,3059,1913
1794,3828,963
1795,244,1916
1796,2172,171
1797,3106,978
1798,1459,2184
1799,4475,1713
1800,1209,1255
1801,1711,2405
1802,4383,2124
1803,2912,1112
1804,2388,1866
1805,2761,916
1806,2563,177
1807,481,1455
1808,2533,1466
1809,4835,2406
1810,3064,1856
1811,1978,655
1812,3220,1615
1813,2475,1461
1814,1415,1481
1815,3342,1046
1816,3214,1800
1817,3147,578
1818,745,1686
1819,1743,788
1820,3592,1194
1821,2281,1595
1822,1128,1424
1823,4235,1071
1824,1026,1147
1825,3856,2206
1826,3116,2396
1827,3460,2206
1828,2056,2416
1829,924,870
1830,4630,1600
1831,2642,1759
1832,2697,2220
1833,3395,276
1834,840,1896
1835,1759,1671
1836,3918,51
1837,3847,1339
1838,4722,1539
1839,1365,963
1840,4625,1606
1841,3940,749
1842,2443,768
1843,145,701
1844,2822,764
1845,1134,1969
1846,3181,1636
1847,4215,395
1848,3150,71
1849,473,8
1850,3022,825
1851,122,1656
1852,4800,267
1853,4633,1093
1854,1054,2390
1855,2776,769
1856,4603,2382
1857,1086,393
1858,413,1805
1859,3541,2329
1860,3515,1108
1861,3611,1570
1862,2202,1436
1863,588,116
1864,4884,1843
1865,3480,2053
1866,3366,985
1867,2017,1656
1868,2115,2191
1869,4355,2253
1870,2639,656
1871,2761,2339
1872,2050,261
1873,4039,704
1874,768,2154
1875,3471,1186
1876,1630,1395
1877,1583,1549
1878,1541,2077
1879,3189,1473
1880,4059,1329
1881,3426,662
1882,2588,317
1883,1189,871
1884,3584,2002
1885,4024,2274
1886,1436,748
1887,3337,1344
1888,3373,1001
1889,508,887
1890,1396,1349
1891,3641,1755
1892,26,1143
1893,380,1641
1894,2271,1549
1895,1338,1344
1896,3635,1940
1897,3609,719
1898,2707,2079
1899,1528,687
1900,1462,2319
1901,1431,754
1902,4103,473
1903,4220,1812
1904,1866,682
1905,4199,935
1906,2358,1144
1907,1360,2042
1908,2509,559
1909,2175,1437
1910,2605,1021
1911,2135,2038
1912,4683,1
1913,1448,1108
1914,708,1298
1915,3156,1309
1916,2750,621
1917,822,1585
1918,2064,293
1919,4462,1695
1920,3022,2248
1921,4837,818
1922,1098,702
1923,470,379
1924,4246,350
1925,4617,1983
1926,2647,92
1927,1208,1247
1928,4289,1925
1929,4634,2337
1930,4849,47
1931,2361,637
1932,1860,2341
1933,1173,1411
1934,142,671
1935,3342,509
1936,1614,2285
1937,451,1426
1938,455,2299
1939,2260,181
1940,1107,10
1941,3528,2362
1942,4521,1120
1943,1823,180
1944,3096,453
1945,3495,724
1946,2029,56
1947,476,143
1948,142,1021
1949,2246,1222
1950,3113,807
1951,2519,68
1952,5,1689
1953,4368,474
1954,2114,2234
1955,3024,1489
1956,3609,2142
1957,3557,1952
1958,2744,1849
1959,2840,2311
1960,4385,828
1961,1730,2244
1962,3108,813
1963,1277,1710
1964,2488,1105
1965,1074,627
1966,4754,136
1967,404,2310
1968,3914,2374
1969,1170,1089
1970,1427,1654
1971,1482,2115
1972,2294,1239
1973,3851,2025
1974,3407,99
1975,1323,1304
1976,4401,1711
1977,3088,2039
1978,3370,971
1979,3067,1162
1980,1509,905
1981,1223,319
1982,3613,1106
1983,2121,1469
1984,4397,1188
1985,2556,1397
1986,3282,2255
1987,3274,859
1988,1084,914
1989,4198,978
1990,2732,310
1991,4791,2246
1992,596,1325
1993,935,791
1994,1583,1012
1995,3145,2142
1996,3140,1798
1997,3458,387
1998,4757,1881
1999,1142,1269
2000,556,1145
2001,368,1094
2002,3594,2153
2003,3250,2343
2004,3664,1394
2005,4003,860
2006,2542,536
2007,4777,254
2008,305,745
2009,1979,1362
2010,138,1571
2011,2132,2358
2012,4255,1081
2013,2106,1137
2014,4690,1009
2015,1137,1275
2016,2809,1819
2017,2778,254
2018,1757,202
2019,4126,2364
2020,2598,818
2021,845,874
2022,2405,423
2023,220,822
2024,498,12
2025,2368,1295
2026,1396,1162
2027,2841,953
2028,661,1696
2029,558,817
2030,2113,22
2031,2374,2241
2032,2307,1019
2033,2575,1773
2034,2210,1086
2035,3395,1512
2036,1919,156
2037,1487,499
2038,3298,1579
2039,2486,203
2040,994,566
2041,3795,2385
2042,2816,1835
2043,2363,1301
2044,2113,372
2045,308,238
2046,3544,1985
2047,729,1988
2048,3836,1635
2049,1108,1984
2050,4463,979
2051,4129,1857
2052,2692,429
2053,918,1860
2054,1592,1050
2055,3894,1990
2056,3498,1990
2057,1996,1665
2058,4329,1918
2059,1975,788
2060,915,808
2061,2751,255
2062,1001,582
2063,3334,835
2064,875,1409
2065,3454,937
2066,1711,1681
2067,3151,1128
2068,1716,2025
2069,847,115
2070,2709,783
2071,2427,1851
2072,2393,1486
2073,4562,584
2074,3704,2216
2075,4064,307
2076,1230,1758
2077,2223,516
2078,762,192
2079,4853,733
2080,302,1897
2081,4039,1940
2082,3787,938
2083,578,1014
2084,146,1357
2085,51,1497
2086,3752,1883
2087,2747,2364
2088,2351,2364
2089,3404,419
2090,885,1696
2091,1656,819
2092,3660,2294
2093,3500,881
2094,3192,728
2095,4398,2031
2096,1036,1111
2097,1203,285
2098,2963,676
2099,3030,1898
2100,1692,476
2101,2379,625
2102,2475,1087
2103,2972,1893
2104,3342,672
2105,4579,1288
2106,995,2241
2107,876,829
2108,3394,81
2109,2502,2129
2110,2867,564
2111,4768,1160
2112,3758,1297
2113,2457,2386
2114,4348,2294
2115,118,2318
2116,4882,1447
2117,1769,1985
2118,1759,1297
2119,740,1318
2120,1324,588
2121,646,1656
2122,1724,1461
2123,3508,718
2124,2099,584
2125,314,1856
2126,1499,2282
2127,2538,1385
2128,1437,1404
2129,3713,1123
2130,504,1199
2131,1402,2349
2132,1715,594
2133,4120,2413
2134,4001,1001
2135,4335,123
2136,1284,1539
2137,3925,1945
2138,4802,2218
2139,4766,309
2140,4648,1751
2141,622,2359
2142,3973,1612
2143,2080,1631
2144,2054,410
2145,4012,1540
2146,2228,2283
2147,2150,872
2148,1137,738
2149,3043,1678
2150,2647,1678
2151,1556,133
2152,4264,1761
2153,1014,1836
2154,890,80
2155,1829,1231
2156,3761,1140
2157,2696,816
2158,120,1559
2159,3537,1432
2160,3475,554
2161,4399,673
2162,80,2160
2163,1133,215
2164,1040,24
2165,117,507
2166,1669,949
2167,3625,498
2168,4184,2182
2169,1906,138
2170,2220,1237
2171,4434,78
2172,2178,1765
2173,2594,889
2174,4824,263
2175,3332,626
2176,3526,1623
2177,1026,2196
2178,1067,2197
2179,1211,1195
2180,1242,508
2181,4385,2064
2182,3015,1858
2183,1611,2068
2184,1986,1191
2185,3887,1787
2186,3476,755
2187,2421,1119
2188,241,1862
2189,2918,1925
2190,53,1811
2191,4793,1300
2192,3826,1511
2193,3327,632
2194,2415,1304
2195,954,980
2196,964,1668
2197,3533,508
2198,334,1272
2199,709,395
2200,2724,2059
2201,3873,576
2202,1693,1319
2203,638,1683
2204,385,1991
2205,4862,1844
2206,4440,623
2207,4278,1793
2208,4651,843
2209,1254,868
2210,3556,1808
2211,1252,795
2212,2028,262
2213,2931,1756
2214,3960,171
2215,3798,1341
2216,2965,1340
2217,3899,2147
2218,1808,1427
2219,1443,740
2220,3360,1869
2221,2336,1546
2222,1873,324
2223,433,877
2224,1562,1371
2225,3458,1623
2226,655,2387
2227,4700,331
2228,4791,449
2229,3853,2152
2230,3660,1757
2231,337,765
2232,2675,1362
2233,2819,360
2234,2074,206
2235,3352,823
2236,3295,289
2237,828,1756
2238,4125,746
2239,3937,695
2240,671,237
2241,4306,2255
2242,142,647
2243,2470,556
2244,3306,828
2245,1506,1038
2246,389,524
2247,2342,1310
2248,1344,2208
2249,1743,227
2250,4487,1512
2251,2990,1531
2252,4542,1973
2253,846,1931
2254,2430,376
2255,3760,1183
2256,3866,2333
2257,2796,1665
2258,3601,372
2259,3205,372
2260,1359,237
2261,426,2284
2262,3569,1588
2263,1048,1284
2264,2483,387
2265,4384,983
2266,2636,1383
2267,4287,1050
2268,641,1125
2269,4727,1322
2270,3781,2410
2271,1422,936
2272,114,1608
2273,2693,1136
2274,4692,2267
2275,1349,2151
2276,1719,930
2277,664,1294
2278,1354,243
2279,4401,1337
2280,2190,515
2281,2971,326
2282,4345,1405
2283,3617,474
2284,1416,340
2285,879,135
2286,3582,1419
2287,4402,1158
2288,2592,680
2289,2521,1968
2290,2459,1090
2291,2961,2240
2292,3269,141
2293,693,884
2294,500,489
2295,2198,2
2296,470,1778
2297,2757,1686
2298,2304,1152
2299,843,828
2300,4255,357
2301,1746,2322
2302,3009,1907
2303,1243,1701
2304,425,1254
2305,1946,2383
2306,4167,1641
2307,456,567
2308,3599,2123
2309,4127,2242
2310,271,787
2311,4399,486
2312,4177,2359
2313,2609,1384
2314,2506,505
2315,2721,2379
2316,2695,1158
2317,4311,1770
2318,1410,1999
2319,482,2138
2320,2959,1389
2321,2460,510
2322,4301,301
2323,1558,1870
2324,2031,1528
2325,2365,650
2326,281,1855
2327,1158,2128
2328,4179,2001
2329,805,320
2330,2984,106
2331,3543,1790
2332,4252,35
2333,2765,742
2334,3820,378
2335,3983,2062
2336,4793,1113
2337,4139,1821
2338,586,2087
2339,1866,121
2340,4467,1128
2341,4071,1128
2342,360,54
2343,2600,116
2344,1698,1476
2345,294,1686
2346,4380,1883
2347,3630,1385
2348,4776,1883
2349,1078,1768
2350,175,274
2351,1690,80
2352,4582,2017
2353,48,1630
2354,889,2246
2355,2221,470
2356,473,870
2357,1699,1297
2358,4027,1206
2359,2772,758
2360,1306,90
2361,1899,1358
2362,2269,137
2363,3146,410
2364,3586,682
2365,3114,1626
2366,655,2200
2367,3418,2037
2368,1577,2246
2369,3356,1159
2370,2239,645
2371,3106,230
2372,556,2194
2373,551,1850
2374,368,2143
2375,2142,712
2376,2670,831
2377,1383,2380
2378,930,1846
2379,701,1794
2380,357,1984
2381,362,2328
2382,4099,2371
2383,1167,1035
2384,604,1861
2385,2388,1118
2386,922,450
2387,4279,1026
2388,1947,1375
2389,3466,923
2390,942,1856
2391,2559,1939
2392,3116,1298
2393,1722,2196
2394,3931,693
2395,1009,45
2396,123,1938
2397,4680,1720
2398,3959,1206
2399,3675,2201
2400,4148,1859
2401,2579,312
2402,4542,1786
2403,4511,221
2404,159,814
2405,2893,1411
2406,4794,2007
2407,1117,517
2408,924,122
2409,2486,1252
2410,1436,1960
2411,1364,394
2412,3723,1868
2413,2267,1888
2414,2825,718
2415,1866,1544
2416,4528,575
2417,2358,2006
2418,1678,1493
2419,155,291
2420,370,2165
2421,4343,795
2422,2548,1349
2423,3873,1812
2424,669,2232
2425,951,1164
2426,1579,1487
2427,1104,2160
2428,990,1092
2429,584,404
2430,1761,215
2431,2724,262
2432,878,127
2433,2632,673
2434,4528,925
2435,2090,2376
2436,1283,1344
2437,4366,2095
2438,2996,1889
2439,4343,1145
2440,4678,869
2441,3191,1576
2442,4454,1161
2443,3616,816
2444,2155,492
2445,899,1354
2446,2678,267
2447,3576,1417
2448,4857,2305
2449,187,2057
2450,992,764
2451,2260,693
2452,80,1436
2453,2444,221
2454,243,87
2455,3720,765
2456,578,2063
2457,3346,2244
2458,2625,1730
2459,4347,109
2460,3471,438
2461,2189,2331
2462,4752,1326
2463,2906,1191
2464,2656,262
2465,2317,796
2466,3189,725
2467,1415,2156
2468,3619,309
2469,384,1416
2470,4892,582
2471,186,677
2472,1061,877
2473,2339,1494
2474,159,2237
2475,529,1016
2476,1532,462
2477,154,1893
2478,3698,1541
2479,1456,1406
2480,1091,719
2481,4852,402
2482,3104,802
2483,4614,1742
2484,1405,1818
2485,1677,62
2486,4262,536
2487,960,421
2488,2816,1274
2489,4722,2214
2490,3261,1890
2491,1456,1756
2492,3125,2029
2493,4833,2230
2494,2919,1372
2495,197,1566
2496,4216,541
2497,1315,770
2498,69,2320
2499,4859,418
2500,1882,817
2501,4392,1706
2502,2150,1571
2503,1900,642
2504,1311,247
2505,566,93
2506,201,1658
2507,4198,1840
2508,1397,21
2509,3308,1305
2510,2305,1859
2511,1746,175
2512,648,2377
2513,1591,237
2514,249,1325
2515,1900,992
2516,1546,494
2517,4223,557
2518,2767,577
2519,3660,1383
2520,2753,2399
2521,332,47
2522,2264,2208
2523,1608,591
2524,204,801
2525,1076,730
2526,4875,1651
2527,1193,2069
2528,1568,1192
2529,4659,306
2530,1137,2137
2531,1851,726
2532,2687,998
2533,1666,946
2534,98,1
2535,3126,1799
2536,405,683
2537,1034,1608
2538,714,1438
2539,1211,2244
2540,748,1022
2541,2927,808
2542,1518,674
2543,3820,1614
2544,4190,393
2545,4890,2282
2546,704,1100
2547,3011,2384
2548,2266,2230
2549,2605,1696
2550,2703,2231
2551,3097,2158
2552,17,170
2553,1104,1973
2554,78,1577
2555,387,2332
2556,4026,1840
2557,3682,2030
2558,359,1038
2559,3340,1512
2560,3770,1096
2561,4150,563
2562,4114,906
2563,1001,1444
2564,4175,2313
2565,756,859
2566,4555,1780
2567,3433,922
2568,3027,234
2569,4073,2036
2570,4458,1847
2571,776,2265
2572,2550,834
2573,4105,39
2574,4643,846
2575,4161,1102
2576,3978,1395
2577,3145,1394
2578,1340,1260
2579,4418,1667
2580,1266,2277
2581,2603,845
2582,4561,1975
2583,3819,584
2584,2986,583
2585,3382,583
2586,1181,449
2587,2819,1409
2588,336,2343
2589,2972,2405
2590,2576,2405
2591,4407,1508
2592,1824,326
2593,1638,1856
2594,1261,1152
2595,4222,1728
2596,3183,373
2597,4029,1333
2598,3065,1815
2599,3404,1281
2600,1604,1491
2601,4443,384
2602,3070,2159
2603,1270,2369
2604,4367,1328
2605,3004,1539
2606,762,1404
2607,4112,55
2608,3007,1810
2609,2322,953
2610,132,1008
2611,2876,2293
2612,913,819
2613,3874,1395
2614,1934,90
2615,1743,1276
2616,3527,533
2617,1553,1152
2618,2029,1081
2619,3698,1354
2620,1800,1029
2621,3078,1646
2622,2333,1492
2623,1835,1215
2624,4471,1277
2625,1642,820
2626,1712,2313
2627,740,2180
2628,298,1835
2629,1488,353
2630,3980,636
2631,730,711
2632,401,1933
2633,334,711
2634,821,829
2635,924,1708
2636,2565,687
2637,1844,173
2638,823,121
2639,2103,2319
2640,3278,2057
2641,1853,1390
2642,1750,511
2643,3744,1298
2644,3739,954
2645,504,2061
2646,4621,1571
2647,3530,26
2648,2155,1728
2649,1064,183
2650,3032,2001
2651,4079,241
2652,94,850
2653,2427,1103
2654,2673,378
2655,4018,2217
2656,1740,173
2657,3458,1062
2658,2546,1734
2659,2983,1735
2660,4664,113
2661,4746,2397
2662,4839,1807
2663,1511,471
2664,2789,1088
2665,1041,1488
2666,3720,2351
2667,2598,1493
2668,1246,1893
2669,4869,868
2670,4236,201
2671,4014,2074
2672,1282,769
2673,375,1785
2674,1712,353
2675,349,564
2676,1180,492
2677,1302,2175
2678,770,2314
2679,312,1436
2680,1549,2052
2681,4890,2095
2682,67,851
2683,3241,1720
2684,1056,2119
2685,4005,426
2686,3483,1253
2687,2358,1632
2688,2667,2387
2689,4790,1110
2690,740,570
2691,1149,1529
2692,3943,679
2693,1479,909
2694,584,30
2695,4493,365
2696,1531,318
2697,3499,2136
2698,699,919
2699,3273,103
2700,4652,1526
2701,3730,1510
2702,214,123
2703,4417,1659
2704,244,2217
2705,2695,247
2706,582,2212
2707,3137,592
2708,2142,1761
2709,1340,1073
2710,681,1437
2711,710,677
2712,3542,1809
2713,3819,397
2714,3189,1
2715,1019,1432
2716,4756,1475
2717,3352,1685
2718,3629,273
2719,1009,744
2720,456,6
2721,2259,67
2722,3157,1217
2723,2448,720
2724,1675,16
2725,666,755
2726,3312,1505
2727,75,287
2728,1780,217
2729,1496,1212
2730,2220,489
2731,4487,2374
2732,3680,1342
2733,2584,1705
2734,2237,843
2735,375,175
2736,2328,961
2737,810,103
2738,4481,1778
2739,3015,1110
2740,1544,98
2741,3467,2173
2742,2386,1316
2743,550,1869
2744,889,1335
2745,3196,367
2746,584,1453
2747,4190,1979
2748,2729,1655
2749,3011,587
2750,4625,1907
2751,320,2346
2752,4339,1321
2753,237,591
2754,4313,100
2755,3005,772
2756,510,1689
2757,205,1807
2758,545,1875
2759,889,1685
2760,1720,1613
2761,4392,1332
2762,4274,522
2763,4334,1327
2764,2467,315
2765,3735,244
2766,901,1695
2767,552,1541
2768,2370,382
2769,4202,2339
2770,1715,1619
2771,1147,2101
2772,1587,2373
2773,3168,547
2774,3665,1353
2775,1361,340
2776,4869,331
2777,3568,1420
2778,1660,407
2779,4399,1348
2780,1133,890
2781,706,1577
2782,3414,953
2783,2409,1434
2784,3412,880
2785,2065,1624
2786,2557,2086
2787,640,957
2788,2479,675
2789,1973,2035
2790,1854,623
2791,3817,2097
2792,1322,762
2793,1287,1707
2794,4394,1354
2795,4733,820
2796,1493,1583
2797,1092,1239
2798,529,2065
2799,1841,2266
2800,4508,1641
2801,3979,2051
2802,2984,968
2803,893,248
2804,3298,2067
2805,1832,1399
2806,483,2070
2807,2733,568
2808,3251,2251
2809,1616,54
2810,3600,2405
2811,4696,2042
2812,867,2410
2813,3816,717
2814,2412,927
2815,2751,393
2816,1601,2405
2817,1539,1527
2818,3872,1780
2819,4144,24
2820,3151,1266
2821,1346,1132
2822,847,253
2823,1390,1404
2824,1328,526
2825,3739,2190
2826,3895,1949
2827,2718,2138
2828,3551,2139
2829,1258,2416
2830,1879,814
2831,1602,2226
2832,439,1367
2833,3639,1205
2834,3305,2083
2835,2675,1687
2836,3480,394
2837,1310,1825
2838,2177,1410
2839,2607,994
2840,1053,479
2841,812,1548
2842,1141,326
2843,3417,45
2844,958,619
2845,2479,1748
2846,4765,2155
2847,1828,475
2848,337,1440
2849,614,28
2850,4747,71
2851,1209,1369
2852,3110,1965
2853,3007,1086
2854,2102,2175
2855,4316,1016
2856,4407,1134
2857,1815,2118
2858,2761,1030
2859,2159,1928
2860,4812,2351
2861,3289,1149
2862,790,2324
2863,3936,1899
2864,3175,1986
2865,3056,574
2866,3553,1380
2867,4045,1842
2868,683,922
2869,1250,969
2870,2862,708
2871,682,1451
2872,4419,1494
2873,2588,2391
2874,3703,1324
2875,2395,1996
2876,4599,149
2877,734,860
2878,3786,46
2879,866,979
2880,740,1806
2881,683,1272
2882,1615,2006
2883,1699,199
2884,3810,2325
2885,1800,1005
2886,2297,1811
2887,695,1282
2888,4437,1669
2889,4334,790
2890,1140,1898
2891,4146,739
2892,2218,1703
2893,1812,1015
2894,1571,2084
2895,2226,66
2896,993,1097
2897,2094,1078
2898,4709,263
2899,4831,1946
2900,4167,1966
2901,3234,1761
2902,4075,2377
2903,1874,2243
2904,1812,1365
2905,305,696
2906,2182,144
2907,2648,1637
2908,843,1503
2909,4413,2372
2910,2541,1016
2911,3033,1478
2912,1572,1154
2913,4629,684
2914,2798,1581
2915,952,1446
2916,4689,1489
2917,2230,2063
2918,2670,83
2919,3967,1504
2920,2157,1026
2921,1599,2196
2922,2450,1248
2923,3348,2398
2924,3382,1982
2925,3817,1910
2926,2809,2120
2927,30,1780
2928,415,1591
2929,312,712
2930,1999,36
2931,261,1124
2932,3779,1803
2933,3707,237
2934,3865,1577
2935,446,123
2936,599,1119
2937,2548,251
2938,4552,1726
2939,1682,1268
2940,617,944
2941,4015,1521
2942,2518,1540
2943,3760,248
2944,1153,1678
2945,83,1010
2946,4267,1742
2947,2395,386
2948,4754,1860
2949,1953,41
2950,1548,2207
2951,1584,1864
2952,2205,262
2953,2420,2136
2954,3256,2408
2955,1329,591
2956,4006,654
2957,4128,2337
2958,3821,874
2959,2135,2152
2960,3776,1131
2961,4779,577
2962,1487,1150
2963,2221,1145
2964,1226,62
2965,3402,1829
2966,1936,1161
2967,131,1027
2968,4551,346
2969,2022,935
2970,2032,1623
2971,4365,1876
2972,777,1175
2973,4853,684
2974,3053,894
2975,1649,1104
2976,2079,688
2977,2182,1567
2978,4756,751
2979,3393,962
2980,3833,1234
2981,2419,756
2982,4695,475
2983,1124,2387
2984,2268,560
2985,525,1304
2986,1788,889
2987,2730,2311
2988,3276,2255
2989,485,1124
2990,354,1607
2991,1383,22
2992,4024,428
2993,3685,962
2994,455,2413
2995,4531,1922
2996,1747,1238
2997,2629,1855
2998,41,329
2999,3501,1784
3000,4296,2055
3001,4650,301
3002,2408,166
3003,4082,783
3004,4460,177
3005,4675,2051
3006,2311,233
3007,3548,849
3008,4764,588
3009,2245,1865
3010,2183,987
3011,1219,1469
3012,159,1489
3013,3829,310
3014,4825,1995
3015,3727,33
3016,4692,2405
3017,831,606
3018,1730,2358
3019,4314,2230
3020,3939,855
3021,298,1274
3022,2694,1095
3023,4621,660
3024,4774,1656
3025,3287,2363
3026,831,956
3027,1328,1762
3028,3396,54
3029,2346,762
3030,2473,537
3031,2192,295
3032,3191,2251
3033,1257,17
3034,4058,1836
3035,1121,156
3036,3058,409
3037,3899,1025
3038,1709,1080
3039,1055,1788
3040,690,1101
3041,3796,146
3042,2493,1162
3043,2832,628
3044,3396,404
3045,3182,1384
3046,3289,2035
3047,737,166
3048,3075,763
3049,2581,228
3050,3577,1913
3051,3009,2395
3052,4325,86
3053,2014,1312
3054,3817,1373
3055,2413,1583
3056,993,1260
3057,172,2050
3058,3876,1199
3059,2076,1409
3060,1331,1255
3061,3927,1918
3062,1167,100
3063,3531,1918
3064,2875,301
3065,908,1337
3066,101,305
3067,3189,1400
3068,4684,1308
3069,1431,331
3070,1092,865
3071,1250,2205
3072,71,813
3073,4214,1544
3074,1062,2154
3075,1893,2082
3076,3178,460
3077,1717,136
3078,1190,619
3079,1276,393
3080,3333,748
3081,3486,1744
3082,3856,523
3083,2569,2072
3084,4635,261
3085,4687,451
3086,1770,147
3087,3728,1277
3088,2642,76
3089,3595,1687
3090,176,233
3091,3472,533
3092,672,1568
3093,1453,1379
3094,1408,1636
3095,1685,224
3096,3221,133
3097,1447,1564
3098,320,362
3099,356,19
3100,884,2390
3101,3833,697
3102,4836,143
3103,3468,10
3104,624,773
3105,4027,1694
3106,1059,701
3107,3498,2104
3108,1397,696
3109,39,1251
3110,321,183
3111,4581,2253
3112,4170,1221
3113,3048,363
3114,1807,2257
3115,4422,1442
3116,2576,1307
3117,3388,431
3118,442,2395
3119,4664,975
3120,2582,2253
3121,2479,1374
3122,1018,1050
3123,3413,2181
3124,147,1723
3125,3106,718
3126,4720,2038
3127,1363,1462
3128,834,1872
3129,3511,1935
3130,2379,389
3131,261,2010
3132,183,599
3133,3915,298
3134,2440,1796
3135,604,2349
3136,1638,1108
3137,4654,637
3138,3528,2289
3139,3562,1873
3140,3495,651
3141,749,1949
3142,697,1759
3143,2153,1739
3144,4809,925
3145,1189,2221
3146,2840,1888
3147,3363,1663
3148,431,327
3149,4142,1401
3150,3959,1694
3151,4019,247
3152,3112,1263
3153,1656,1283
3154,1938,215
3155,3896,1345
3156,2984,2017
3157,1143,2226
3158,124,2247
3159,3851,1602
3160,831,419
3161,796,1364
3162,2728,1273
3163,2103,1221
3164,2082,344
3165,1545,2391
3166,2569,462
3167,4881,2090
3168,4134,355
3169,3907,1884
3170,1548,410
3171,4058,1299
3172,4493,1227
3173,2745,1627
3174,950,2181
3175,2631,559
3176,2477,92
3177,2346,575
3178,1508,230
3179,541,441
3180,2504,1915
3181,2905,2259
3182,572,2006
3183,17,1195
3184,2746,1448
3185,3520,842
3186,1816,1514
3187,2019,1119
3188,2732,237
3189,218,1858
3190,3203,2074
3191,4196,832
3192,3862,1710
3193,3080,920
3194,3567,1038
3195,3916,1192
3196,2665,2398
3197,371,2073
3198,3793,38
3199,993,1073
3200,3347,2203
3201,3629,1135
3202,2884,981
3203,3527,858
3204,3289,2198
3205,3659,977
3206,773,2238
3207,1250,1668
3208,4362,1659
3209,3338,1336
3210,2942,1336
3211,4122,1418
3212,1353,1766
3213,1666,11
3214,790,340
